N	num_bits	den_bits	lambda_bits	cancellation_g	g_factorization	v2_num	v3_g	u_num_mod_17	u_num_mod_19	u_num_mod_29	u_num_mod_31	u_num_mod_43	u_num_mod_59	u_num_mod_101	u_num_mod_251	u_num_mod_1009	u_lcd_mod_17	u_lcd_mod_19	u_lcd_mod_29	u_lcd_mod_31	u_lcd_mod_43	u_lcd_mod_59	u_lcd_mod_101	u_lcd_mod_251	u_lcd_mod_1009	code1	code2	code3	code4
429	41332	51877	51878	3	3	433	1	14	4	26	5	25	16	80	94	47	8	12	20	15	32	48	38	31	141	3	38	381	3819
430	41430	51999	52001	3	3	434	1	1	8	10	15	37	20	37	9	300	3	5	1	14	25	1	10	27	900	8	81	819	8193
431	41520	52114	52121	219	3*73	435	1	5	11	25	19	16	9	70	126	942	7	15	23	7	21	24	79	235	462	1	19	193	1932
432	41622	52240	52242	3	3	436	1	16	14	24	1	3	34	30	84	753	14	4	14	3	9	43	90	1	241	9	93	932	9326
433	41717	52361	52362	3	3	437	1	3	3	9	29	16	15	57	135	501	9	9	27	25	5	45	70	154	494	3	32	326	3261
434	41809	52476	52478	3	3	438	1	12	5	18	15	20	29	81	83	324	2	15	25	14	17	28	41	249	972	2	26	261	2611
435	41907	52599	52601	3	3	439	1	15	10	12	10	5	13	66	209	578	11	11	7	30	15	39	97	125	725	6	61	611	6117
436	42005	52722	52723	3	3	440	1	3	12	14	11	35	27	32	99	279	9	17	13	2	19	22	96	46	837	1	11	117	1179
437	42101	52842	52844	3	3	441	1	3	4	15	7	6	40	21	227	655	9	12	16	21	18	2	63	179	956	1	17	179	1793
438	42197	52962	52964	3	3	442	1	1	10	26	4	34	18	98	200	559	3	11	20	12	16	54	92	98	668	7	79	793	7931
439	42288	53078	53080	3	3	443	1	5	6	28	30	10	25	49	204	199	15	18	26	28	30	16	46	110	597	9	93	931	9310
440	42388	53203	53205	3	3	444	1	2	1	10	25	23	37	24	232	943	6	3	1	13	26	52	72	194	811	3	31	310	3105
441	42484	53323	53325	3	3	445	1	16	13	26	25	42	40	11	150	276	14	1	20	13	40	2	33	199	828	1	10	105	1051
442	42580	53444	53445	3	3	446	1	14	0	21	5	9	19	38	240	548	8	0	5	15	27	57	13	218	635	0	5	51	511
443	42673	53562	53564	3	3	447	1	11	9	1	3	8	27	47	20	837	16	8	3	9	24	22	40	60	493	5	51	511	5118
444	42769	53682	53684	3	3	448	1	16	5	28	26	8	32	76	193	152	14	15	26	16	24	37	26	77	456	1	11	118	1185
445	42867	53805	53807	3	3	449	1	9	6	5	11	5	46	61	101	832	10	18	15	2	15	20	82	52	478	1	18	185	1854
446	42958	53921	53927	87	3*29	450	1	9	2	23	22	11	53	51	58	429	1	3	0	23	11	9	94	26	999	8	85	854	8548
447	43054	54041	54043	3	3	451	1	15	3	23	1	9	52	23	191	122	11	9	11	3	27	38	69	71	366	5	54	548	5480
448	43155	54166	54168	3	3	452	1	9	14	16	15	42	20	35	55	54	10	4	19	14	40	1	4	165	162	4	48	480	4807
449	43248	54284	54286	3	3	453	1	8	3	13	23	34	12	81	163	666	7	9	10	7	16	36	41	238	989	8	80	807	8074
450	43347	54407	54408	3	3	454	1	13	13	27	9	24	13	41	61	701	5	1	23	27	29	39	22	183	85	0	7	74	744
451	43438	54523	54527	15	3*5	455	1	1	12	12	4	39	16	7	209	468	15	9	6	29	26	4	4	123	966	7	74	744	7446
452	43538	54648	54649	3	3	456	1	7	2	22	14	9	32	22	183	222	4	6	8	11	27	37	66	47	666	4	44	446	4462
453	43634	54768	54770	3	3	457	1	12	7	9	21	16	2	40	135	193	2	2	27	1	5	6	19	154	579	4	46	462	4623
454	43728	54886	54888	3	3	458	1	14	10	16	3	37	17	63	239	4	8	11	19	9	25	51	88	215	12	6	62	623	6237
455	43826	55009	55010	3	3	459	1	13	6	19	10	1	31	19	91	975	5	18	28	30	3	34	57	22	907	2	23	237	2379
456	43922	55129	55131	3	3	460	1	7	12	24	9	41	35	6	154	819	4	17	14	27	37	46	18	211	439	3	37	379	3799
457	44009	55242	55243	3	3	461	1	12	12	21	0	14	38	61	66	333	2	17	5	0	42	55	82	198	999	7	79	799	7996
458	44113	55370	55371	3	3	462	1	1	7	12	1	24	42	28	44	618	3	2	7	3	29	8	84	132	845	9	99	996	9962
459	44204	55486	55487	3	3	463	1	7	9	4	4	13	30	46	226	516	4	8	12	12	39	31	37	176	539	9	96	962	9627
460	44303	55608	55610	3	3	464	1	11	18	1	0	6	49	64	133	122	16	16	3	0	18	29	91	148	366	6	62	627	6274
461	44401	55731	55733	3	3	465	1	11	11	4	15	6	19	18	55	806	16	14	12	14	18	57	54	165	400	2	27	274	2749
462	44497	55851	55853	3	3	466	1	15	18	10	15	18	48	100	65	562	11	16	1	14	11	26	98	195	677	7	74	749	7495
463	44588	55967	55973	57	3*19	467	1	11	2	20	9	1	14	45	60	407	15	0	9	17	14	31	40	157	1001	4	49	495	4956
464	44684	56087	56089	3	3	468	1	15	4	4	12	14	10	72	30	216	11	12	12	5	42	30	14	90	648	9	95	956	9567
465	44784	56212	56214	3	3	469	1	13	4	11	3	31	30	13	186	340	5	12	4	9	7	31	39	56	11	5	56	567	5673
466	44880	56333	56334	3	3	470	1	0	6	8	2	42	34	6	21	122	0	18	24	6	40	43	18	63	366	6	67	673	6735
467	44976	56453	56455	3	3	471	1	2	5	13	25	1	32	62	67	339	6	15	10	13	3	37	85	201	8	7	73	735	7351
468	45065	56567	56568	3	3	472	1	5	17	2	28	4	19	44	50	41	15	13	6	22	12	57	31	150	123	3	35	351	3518
469	45165	56692	56693	3	3	473	1	15	5	2	18	15	38	38	183	595	11	15	6	23	2	55	13	47	776	5	51	518	5188
470	45263	56814	56816	3	3	474	1	14	7	18	7	0	47	35	62	173	8	2	25	21	0	23	4	186	519	1	18	188	1885
471	45359	56935	56936	3	3	475	1	15	10	15	14	23	31	21	100	110	11	11	16	11	26	34	63	49	330	8	88	885	8857
472	45452	57053	57054	3	3	476	1	2	4	0	23	14	40	87	76	821	6	12	0	7	42	2	59	228	445	8	85	857	8575
473	45551	57175	57177	3	3	477	1	11	12	14	25	15	11	50	93	119	16	17	13	13	2	33	49	28	357	5	57	575	5752
474	45644	57294	57295	3	3	478	1	7	7	23	5	23	19	89	186	757	4	2	11	15	26	57	65	56	253	7	75	752	7527
475	45735	57409	57418	381	3*127	479	1	16	15	14	7	12	49	24	130	563	10	15	27	1	14	25	54	83	595	5	52	527	5272
476	45836	57534	57536	3	3	480	1	4	6	8	19	27	44	97	173	547	12	18	24	26	38	14	89	17	632	2	27	272	2724
477	45934	57657	57659	3	3	481	1	4	11	5	30	34	8	85	223	215	12	14	15	28	16	24	53	167	645	7	72	724	7248
478	46030	57777	57779	3	3	482	1	7	10	22	29	22	46	65	170	872	4	11	8	25	23	20	94	8	598	2	24	248	2489
479	46123	57895	57897	3	3	483	1	1	5	9	24	31	53	25	223	465	3	15	27	10	7	41	75	167	386	4	48	489	4891
480	46217	58013	58020	87	3*29	484	1	10	17	19	8	27	6	46	78	110	3	16	0	14	27	50	63	9	489	8	89	891	8912
481	46317	58138	58140	3	3	485	1	1	6	11	12	34	4	24	13	324	3	18	4	5	16	12	72	39	972	9	91	912	9122
482	46413	58259	58260	3	3	486	1	12	10	20	25	31	44	7	131	708	2	11	2	13	7	14	21	142	106	1	12	122	1227
483	46509	58379	58381	3	3	487	1	10	13	11	18	21	14	48	224	517	13	1	4	23	20	42	43	170	542	2	22	227	2279
484	46600	58495	58496	3	3	488	1	16	3	8	20	34	29	98	247	636	14	9	24	29	16	28	92	239	899	2	27	279	2793
485	46698	58618	58619	3	3	489	1	10	9	9	23	41	6	91	0	818	13	8	27	7	37	18	71	0	436	7	79	793	7938
486	46796	58740	58742	3	3	490	1	7	1	18	8	23	54	35	135	175	4	3	25	24	26	44	4	154	525	9	93	938	9381
487	46892	58861	58862	3	3	491	1	5	8	13	17	7	39	30	223	705	15	5	10	20	21	58	90	167	97	3	38	381	3818
488	46988	58981	58983	3	3	492	1	16	5	20	10	20	2	1	66	230	14	15	2	30	17	6	3	198	690	8	81	818	8183
489	47077	59094	59096	3	3	493	1	11	3	28	11	31	50	34	140	524	16	9	26	2	7	32	1	169	563	1	18	183	1830
490	47180	59222	59223	3	3	494	1	10	3	14	30	22	58	41	68	234	13	9	13	28	23	56	22	204	702	8	83	830	8301
491	47276	59342	59344	3	3	495	1	8	11	5	12	37	53	61	120	785	7	14	15	5	25	41	82	109	337	3	30	301	3011
492	47371	59463	59464	3	3	496	1	7	12	13	15	25	22	100	231	660	4	17	10	14	32	7	98	191	971	0	1	11	119
493	47465	59581	59582	3	3	497	1	16	10	15	6	32	30	73	65	577	14	11	16	18	10	31	17	195	722	1	11	119	1194
494	47561	59701	59703	3	3	498	1	11	16	27	3	27	33	30	94	921	16	10	23	9	38	40	90	31	745	1	19	194	1949
495	47659	59824	59825	3	3	499	1	8	10	12	5	39	2	5	51	170	7	11	7	15	31	6	15	153	510	9	94	949	9491
496	47755	59944	59946	3	3	500	1	16	17	26	3	9	24	11	241	871	14	13	20	9	27	13	33	221	595	4	49	491	4912
497	47840	60054	60056	3	3	501	1	14	9	4	20	25	55	62	71	652	8	8	12	29	32	47	85	213	947	9	91	912	9129
498	47946	60185	60186	3	3	502	1	1	13	9	22	6	6	95	84	427	3	1	27	4	18	18	83	1	272	1	12	129	1298
499	48040	60303	60304	3	3	503	1	5	0	5	14	8	7	48	25	36	15	0	15	11	24	21	43	75	108	2	29	298	2983
500	48138	60426	60427	3	3	504	1	16	7	23	14	39	18	23	247	491	14	2	11	11	31	54	69	239	464	9	98	983	9833
501	48232	60544	60545	3	3	505	1	4	5	4	8	30	11	22	234	966	12	15	12	24	4	33	66	200	880	8	83	833	8336
502	48330	60666	60668	3	3	506	1	11	6	12	23	27	6	87	38	34	16	18	7	7	38	18	59	114	102	3	33	336	3367
503	48425	60787	60788	3	3	507	1	7	1	26	16	13	18	53	213	140	4	3	20	17	39	54	58	137	420	3	36	367	3673
504	48519	60905	60906	3	3	508	1	4	15	24	13	22	24	40	68	89	12	7	14	8	23	13	19	204	267	6	67	673	6733
505	48617	61027	61029	3	3	509	1	3	14	1	14	41	5	66	246	510	9	4	3	11	37	15	97	236	521	7	73	733	7336
506	48713	61148	61149	3	3	510	1	1	15	5	20	14	56	96	210	769	3	7	15	29	42	50	86	128	289	3	33	336	3362
507	48809	61268	61270	3	3	511	1	6	13	12	15	20	33	56	115	205	1	1	7	14	17	40	67	94	615	3	36	362	3624
508	48905	61388	61390	3	3	512	1	2	15	12	23	39	28	20	218	649	6	7	7	7	31	25	60	152	938	6	62	624	6244
509	48993	61502	61503	3	3	513	1	14	14	27	6	36	15	54	92	463	8	4	23	18	22	45	61	25	380	2	24	244	2440
510	49092	61625	61626	3	3	514	1	6	17	9	7	1	15	34	66	733	1	13	27	21	3	45	1	198	181	4	44	440	4406
511	49192	61750	61751	3	3	515	1	4	12	3	1	32	27	53	91	552	12	17	9	3	10	22	58	22	647	4	40	406	4065
512	49288	61870	61872	3	3	516	1	12	6	22	18	2	49	91	25	600	2	18	8	23	6	29	71	75	791	0	6	65	656
513	49384	61990	61992	3	3	517	1	9	12	7	30	16	51	18	92	679	10	17	21	28	5	35	54	25	19	6	65	656	6566
514	49470	62101	62108	87	3*29	518	1	16	6	17	28	9	48	80	13	756	15	9	0	18	9	46	92	127	187	5	56	566	5664
515	49575	62231	62233	3	3	519	1	1	7	16	1	9	48	17	19	153	3	2	19	3	27	26	51	57	459	6	66	664	6643
516	49671	62351	62353	3	3	520	1	9	16	28	5	32	50	65	146	184	10	10	26	15	10	32	94	187	552	6	64	643	6430
517	49767	62472	62473	3	3	521	1	6	14	19	4	28	30	90	36	207	1	4	28	12	41	31	68	108	621	4	43	430	4308
518	49861	62590	62591	3	3	522	1	6	6	9	19	4	55	98	30	66	1	18	27	26	12	47	92	90	198	3	30	308	3086
519	49956	62710	62712	3	3	523	1	5	15	27	6	40	47	35	182	774	15	7	23	18	34	23	4	44	304	0	8	86	860
520	50050	62829	62835	57	3*19	524	1	12	3	28	0	25	37	49	40	443	4	0	1	0	6	44	66	21	26	8	86	860	8602
521	50150	62953	62955	3	3	525	1	12	5	21	14	25	19	17	55	928	2	15	5	11	32	57	51	165	766	6	60	602	6021
522	50244	63071	63073	3	3	526	1	14	16	19	1	8	7	18	177	139	8	10	28	3	24	21	54	29	417	0	2	21	213
523	50342	63194	63196	3	3	527	1	13	6	17	15	29	17	73	230	898	5	18	22	14	1	51	17	188	676	2	21	213	2139
524	50436	63312	63314	3	3	528	1	15	1	21	12	21	10	63	123	144	11	3	5	5	20	30	88	118	432	1	13	139	1394
525	50534	63435	63436	3	3	529	1	12	16	12	13	33	45	63	83	48	2	10	7	8	13	17	88	249	144	3	39	394	3949
526	50627	63553	63554	3	3	530	1	7	5	3	7	22	13	86	92	770	4	15	9	21	23	39	56	25	292	9	94	949	9494
527	50725	63676	63677	3	3	531	1	5	7	15	3	30	33	58	74	375	15	2	16	9	4	40	73	222	116	4	49	494	4946
528	50821	63796	63797	3	3	532	1	4	10	9	24	42	0	13	63	61	12	11	27	10	40	0	39	189	183	9	94	946	9463
529	50915	63914	63916	3	3	533	1	9	4	25	28	41	42	56	137	961	10	12	17	22	37	8	67	160	865	4	46	463	4639
530	51013	64037	64038	3	3	534	1	15	12	25	30	21	25	20	244	202	11	17	17	28	20	16	60	230	606	6	63	639	6395
531	51109	64157	64159	3	3	535	1	5	16	13	17	21	56	41	44	693	15	10	10	20	20	50	22	132	61	3	39	395	3952
532	51204	64277	64279	3	3	536	1	1	5	14	13	6	33	26	169	376	3	15	13	8	18	40	78	5	119	9	95	952	9522
533	51300	64398	64399	3	3	537	1	13	11	12	10	7	12	57	176	709	5	14	7	30	21	36	70	26	109	5	52	522	5224
534	51391	64513	64515	3	3	538	1	0	5	5	20	34	47	86	177	936	0	15	15	29	16	23	56	29	790	2	22	224	2247
535	51490	64636	64638	3	3	539	1	14	2	27	29	8	45	56	103	641	8	6	23	25	24	17	67	58	914	2	24	247	2473
536	51588	64759	64760	3	3	540	1	13	6	16	23	37	31	44	234	346	5	18	19	7	25	34	31	200	29	4	47	473	4737
537	51676	64871	64873	3	3	541	1	7	12	3	29	14	27	47	145	430	4	17	9	25	42	22	40	184	281	7	73	737	7371
538	51779	65000	65001	3	3	542	1	14	6	21	10	25	8	16	186	331	8	18	5	30	32	24	48	56	993	3	37	371	3719
539	51871	65115	65117	3	3	543	1	4	8	22	14	24	52	14	15	458	12	5	8	11	29	38	42	45	365	7	71	719	7190
540	51971	65240	65242	3	3	544	1	10	13	4	22	21	22	78	233	323	13	1	12	4	20	7	32	197	969	1	19	190	1907
541	52067	65361	65362	3	3	545	1	11	18	28	6	10	44	4	26	962	16	16	26	18	30	14	12	78	868	9	90	907	9070
542	52163	65481	65483	3	3	546	1	1	7	4	4	19	31	7	209	245	3	2	12	12	14	34	21	125	735	0	7	70	702
543	52256	65599	65601	3	3	547	1	12	4	7	6	25	29	78	157	408	2	12	21	18	32	28	32	220	215	7	70	702	7021
544	52352	65720	65721	3	3	548	1	4	13	1	8	36	42	74	161	271	12	1	3	24	22	8	20	232	813	0	2	21	217
545	52450	65842	65844	3	3	549	1	4	5	0	11	34	28	76	105	922	12	15	0	2	16	25	26	64	748	2	21	217	2179
546	52546	65963	65964	3	3	550	1	7	14	24	26	35	12	93	209	620	4	4	14	16	19	36	77	125	851	1	17	179	1798
547	52640	66081	66082	3	3	551	1	1	12	20	19	36	44	10	17	496	3	17	2	26	22	14	30	51	479	7	79	798	7986
548	52733	66198	66205	87	3*29	552	1	10	3	13	2	13	39	7	187	1006	3	14	0	19	13	30	3	205	748	9	98	986	9860
549	52831	66321	66323	3	3	553	1	7	10	21	13	23	2	100	210	548	4	11	5	8	26	6	98	128	635	8	86	860	8609
550	52929	66444	66446	3	3	554	1	12	12	13	8	5	25	13	39	261	2	17	10	24	15	16	39	117	783	6	60	609	6094
551	53023	66562	66564	3	3	555	1	2	16	4	8	12	22	2	50	870	6	10	12	24	36	7	6	150	592	0	9	94	943
552	53121	66685	66686	3	3	556	1	9	10	3	13	37	38	23	207	307	10	11	9	8	25	55	69	119	921	9	94	943	9437
553	53217	66805	66807	3	3	557	1	16	17	27	22	35	13	14	62	861	14	13	23	4	19	39	42	186	565	4	43	437	4370
554	53310	66923	66925	3	3	558	1	15	4	18	3	13	47	49	127	776	11	12	25	9	39	23	46	130	310	3	37	370	3702
555	53408	67046	67047	3	3	559	1	5	13	6	27	27	45	70	178	356	15	1	18	19	38	17	8	32	59	7	70	702	7027
556	53504	67166	67168	3	3	560	1	16	0	4	9	12	35	16	5	16	14	0	12	27	36	46	48	15	48	0	2	27	277
557	53600	67287	67288	3	3	561	1	15	7	17	2	0	0	21	196	537	11	2	22	6	0	0	63	86	602	2	27	277	2770
558	53696	67407	67409	3	3	562	1	10	6	9	3	37	0	84	145	965	13	18	27	9	25	0	50	184	877	7	77	770	7705
559	53787	67523	67524	3	3	563	1	1	1	3	29	12	23	35	175	839	3	3	9	25	36	10	4	23	499	7	70	705	7053
560	53885	67645	67647	3	3	564	1	15	4	23	7	6	31	90	189	11	11	12	11	21	18	34	68	65	33	0	5	53	539
561	53983	67768	67770	3	3	565	1	12	18	20	12	12	14	70	240	693	2	16	2	5	36	42	8	218	61	5	53	539	5392
562	54079	67888	67890	3	3	566	1	4	14	2	23	11	49	57	136	526	12	4	6	7	33	29	70	157	569	3	39	392	3921
563	54175	68009	68010	3	3	567	1	8	15	8	21	38	17	51	169	121	7	7	24	1	28	51	52	5	363	9	92	921	9217
564	54266	68125	68126	3	3	568	1	2	18	9	13	0	20	41	230	127	6	16	27	8	0	1	22	188	381	2	21	217	2171
565	54367	68250	68251	3	3	569	1	2	15	10	11	1	34	23	91	120	6	7	1	2	3	43	69	22	360	1	17	171	1717
566	54463	68370	68372	3	3	570	1	1	2	9	26	39	26	93	203	20	3	6	27	16	31	19	77	107	60	7	71	717	7176
567	54558	68490	68492	3	3	571	1	8	7	5	10	40	17	0	219	587	7	2	15	30	34	51	0	155	752	1	17	176	1762
568	54652	68608	68610	3	3	572	1	10	10	13	9	24	10	48	234	79	13	11	10	27	29	30	43	200	237	7	76	762	7629
569	54748	68729	68730	3	3	573	1	4	5	15	0	31	6	47	100	876	12	15	16	0	7	18	40	49	610	6	62	629	6293
570	54846	68851	68853	3	3	574	1	11	12	7	12	32	55	94	175	95	16	17	21	5	10	47	80	23	285	2	29	293	2931
571	54942	68972	68973	3	3	575	1	7	18	4	23	41	23	47	76	884	4	16	12	7	37	10	40	228	634	9	93	931	9317
572	55028	69083	69087	15	3*5	576	1	12	6	5	8	22	8	6	84	39	10	14	17	27	29	2	90	5	585	3	31	317	3176
573	55133	69213	69214	3	3	577	1	3	16	5	10	22	7	32	103	92	9	10	15	30	23	21	96	58	276	1	17	176	1767
574	55227	69331	69332	3	3	578	1	7	18	5	17	23	25	79	53	891	4	16	15	20	26	16	35	159	655	7	76	767	7675
575	55325	69453	69455	3	3	579	1	6	11	19	29	32	18	32	29	487	1	14	28	25	10	54	96	87	452	6	67	675	6752
576	55414	69567	69573	75	3*5^2	580	1	6	12	21	12	41	41	64	44	724	8	7	9	1	22	7	53	37	823	7	75	752	7523
577	55504	69682	69688	57	3*19	581	1	8	9	13	3	34	18	39	201	890	14	0	16	16	3	23	1	162	280	5	52	523	5238
578	55612	69814	69816	3	3	582	1	14	5	19	27	17	42	100	73	832	8	15	28	19	8	8	98	219	478	2	23	238	2384
579	55706	69932	69934	3	3	583	1	11	16	7	27	16	29	81	76	504	16	10	21	19	5	28	41	228	503	3	38	384	3846
580	55804	70055	70057	3	3	584	1	12	6	28	5	27	15	17	121	539	2	18	26	15	38	45	51	112	608	8	84	846	8467
581	55900	70176	70177	3	3	585	1	9	5	21	26	29	12	55	207	258	10	15	5	16	1	36	64	119	774	4	46	467	4674
582	55996	70296	70297	3	3	586	1	6	16	26	27	5	28	9	114	780	1	10	20	19	15	25	27	91	322	6	67	674	6748
583	56092	70416	70418	3	3	587	1	1	6	1	11	36	44	18	130	83	3	18	3	2	22	14	54	139	249	7	74	748	7481
584	56183	70532	70534	3	3	588	1	16	17	23	1	30	45	100	148	877	14	13	11	3	4	17	98	193	613	4	48	481	4818
585	56281	70655	70656	3	3	589	1	8	2	13	3	6	28	7	224	90	7	6	10	9	18	25	21	170	270	8	81	818	8184
586	56379	70777	70779	3	3	590	1	13	1	21	23	18	43	93	147	310	5	3	5	7	11	11	77	190	930	1	18	184	1846
587	56475	70898	70899	3	3	591	1	8	12	11	1	14	3	11	201	794	7	17	4	3	42	9	33	101	364	8	84	846	8467
588	56571	71018	71020	3	3	592	1	7	16	27	29	2	5	76	115	487	4	10	23	25	6	15	26	94	452	4	46	467	4676
589	56662	71134	71135	3	3	593	1	10	4	0	15	31	19	82	119	442	13	12	0	14	7	57	44	106	317	6	67	676	6766
590	56762	71259	71260	3	3	594	1	2	11	23	19	9	57	1	237	729	6	14	11	26	27	53	3	209	169	7	76	766	7669
591	56858	71379	71381	3	3	595	1	13	11	7	11	3	33	97	204	403	5	14	21	2	9	40	89	110	200	6	66	669	6694
592	56954	71500	71501	3	3	596	1	7	10	17	7	2	33	62	223	813	4	11	22	21	6	40	85	167	421	6	69	694	6940
593	57045	71615	71617	3	3	597	1	10	1	14	20	11	48	84	29	956	13	3	13	29	33	26	50	87	850	9	94	940	9405
594	57143	71738	71740	3	3	598	1	7	15	24	26	39	29	12	1	214	4	7	14	16	31	28	36	3	642	4	40	405	4051
595	57241	71861	71862	3	3	599	1	5	6	1	25	42	35	83	238	806	15	18	3	13	40	46	47	212	400	0	5	51	513
596	57337	71981	71983	3	3	600	1	4	10	25	25	24	40	42	224	474	12	11	17	13	29	2	25	170	413	5	51	513	5132
597	57431	72099	72101	3	3	601	1	9	14	14	1	17	1	29	32	497	10	4	13	3	8	3	87	96	482	1	13	132	1320
598	57529	72222	72223	3	3	602	1	15	18	1	15	42	42	88	148	855	11	16	3	14	40	8	62	193	547	3	32	320	3200
599	57622	72340	72341	3	3	603	1	1	9	14	26	28	46	56	178	200	3	8	13	16	41	20	67	32	600	2	20	200	2000
600	57721	72463	72464	3	3	604	1	1	1	21	11	4	19	87	53	206	3	3	5	2	12	57	59	159	618	0	0	0	5
601	57814	72581	72582	3	3	605	1	6	13	19	16	9	10	78	174	752	1	1	28	17	27	30	32	20	238	0	0	5	56
602	57912	72703	72705	3	3	606	1	0	5	19	25	14	47	19	206	57	0	15	28	13	42	23	57	116	171	0	5	56	568
603	58008	72824	72825	3	3	607	1	2	14	24	15	26	51	7	72	324	6	4	14	14	35	35	21	216	972	5	56	568	5681
604	58102	72942	72943	3	3	608	1	6	12	8	23	41	24	60	158	394	1	17	24	7	37	13	79	223	173	6	68	681	6812
605	58200	73064	73066	3	3	609	1	7	11	20	9	1	11	10	151	501	4	14	2	27	3	33	30	202	494	8	81	812	8127
606	58296	73185	73186	3	3	610	1	14	12	8	7	18	22	60	234	392	8	17	24	21	11	7	79	200	167	1	12	127	1271
607	58391	73305	73307	3	3	611	1	15	12	16	14	30	31	19	162	812	11	17	19	11	4	34	57	235	418	2	27	271	2714
608	58487	73425	73427	3	3	612	1	10	4	16	21	38	9	21	155	700	13	12	19	1	28	27	63	214	82	7	71	714	7145
609	58578	73541	73543	3	3	613	1	12	8	22	13	14	33	89	174	97	2	5	8	8	42	40	65	20	291	1	14	145	1452
610	58677	73664	73665	3	3	614	1	7	11	12	2	14	54	41	97	715	4	14	7	6	42	44	22	40	127	4	45	452	4526
611	58775	73787	73788	3	3	615	1	9	1	10	9	35	47	12	93	225	10	3	1	27	19	23	36	28	675	5	52	526	5263
612	58871	73907	73909	3	3	616	1	3	13	6	0	1	41	52	155	618	9	1	18	0	3	5	55	214	845	2	26	263	2635
613	58966	74027	74029	3	3	617	1	4	0	25	1	17	54	90	173	622	12	0	17	3	8	44	68	17	857	6	63	635	6356
614	59055	74141	74142	3	3	618	1	4	11	10	7	34	56	18	117	134	12	14	1	21	16	50	54	100	402	3	35	356	3560
615	59153	74263	74270	87	3*29	619	1	16	12	17	0	6	13	1	8	619	15	18	0	0	6	10	87	194	376	5	56	560	5608
616	59254	74388	74390	3	3	620	1	1	6	28	15	3	15	63	30	120	3	18	26	14	9	45	88	90	360	6	60	608	6082
617	59342	74501	74502	3	3	621	1	1	7	28	19	42	39	83	187	11	3	2	26	26	40	58	47	59	33	0	8	82	827
618	59443	74627	74628	3	3	622	1	16	15	5	28	20	38	61	92	631	14	7	15	22	17	55	82	25	884	8	82	827	8277
619	59539	74747	74749	3	3	623	1	2	18	0	29	39	13	94	201	610	6	16	0	25	31	39	80	101	821	2	27	277	2778
620	59637	74870	74871	3	3	624	1	9	15	24	3	6	37	14	84	53	10	7	14	9	18	52	42	1	159	7	77	778	7785
621	59733	74990	74992	3	3	625	1	16	13	17	2	7	4	96	198	660	14	1	22	6	21	12	86	92	971	7	78	785	7857
622	59826	75108	75110	3	3	626	1	15	3	21	5	14	35	38	76	706	11	9	5	15	42	46	13	228	100	8	85	857	8577
623	59925	75231	75233	3	3	627	1	5	2	16	28	30	27	13	86	665	15	6	19	22	4	22	39	7	986	5	57	577	5771
624	60018	75349	75351	3	3	628	1	10	9	6	18	34	37	90	8	351	13	8	18	23	16	52	68	24	44	7	77	771	7713
625	60116	75472	75473	3	3	629	1	15	12	15	7	25	18	100	218	519	11	17	16	21	32	54	98	152	548	7	71	713	7134
626	60210	75590	75591	3	3	630	1	2	5	26	9	7	48	83	101	407	6	15	20	27	21	26	47	52	212	1	13	134	1342
627	60308	75712	75714	3	3	631	1	8	12	4	22	37	25	4	36	909	7	17	12	4	25	16	12	108	709	3	34	342	3427
628	60404	75833	75834	3	3	632	1	7	18	14	25	41	28	96	101	847	4	16	13	13	37	25	86	52	523	4	42	427	4275
629	60497	75951	75952	3	3	633	1	16	9	7	5	37	35	10	143	875	14	8	21	15	25	46	30	178	607	2	27	275	2757
630	60595	76074	76075	3	3	634	1	4	16	11	21	33	28	95	91	791	12	10	4	1	13	25	83	22	355	7	75	757	7577
631	60691	76194	76196	3	3	635	1	8	14	22	2	38	7	42	40	976	7	4	8	6	28	21	25	120	910	5	57	577	5778
632	60787	76314	76316	3	3	636	1	16	11	14	30	32	45	22	106	713	14	14	13	28	10	17	66	67	121	7	77	778	7789
633	60883	76435	76436	3	3	637	1	2	18	10	29	40	13	18	234	76	6	16	1	25	34	39	54	200	228	7	78	789	7896
634	60967	76544	76550	57	3*19	638	1	10	16	20	21	13	40	42	26	995	9	0	9	19	10	38	71	227	211	8	89	896	8960
635	61070	76671	76672	3	3	639	1	1	4	23	13	3	47	17	211	845	3	12	11	8	9	23	51	131	517	9	96	960	9609
636	61170	76796	76797	3	3	640	1	16	4	9	12	8	3	28	94	714	14	12	27	5	24	9	84	31	124	6	60	609	6091
637	61266	76916	76918	3	3	641	1	3	6	15	25	14	34	28	152	124	9	18	16	13	42	43	84	205	372	0	9	91	917
638	61362	77036	77038	3	3	642	1	11	5	2	18	20	51	71	182	895	16	15	6	23	17	35	11	44	667	9	91	917	9173
639	61453	77152	77154	3	3	643	1	3	9	11	20	11	2	86	183	21	9	8	4	29	33	6	56	47	63	1	17	173	1736
640	61554	77277	77279	3	3	644	1	3	6	15	22	2	1	57	216	707	9	18	16	4	6	3	70	146	103	7	73	736	7363
641	61649	77398	77399	3	3	645	1	3	7	26	8	8	57	39	51	896	9	2	20	24	24	53	16	153	670	3	36	363	3637
642	61745	77518	77520	3	3	646	1	1	10	4	17	42	34	93	123	315	3	11	12	20	40	43	77	118	945	6	63	637	6371
